OSEBuildingID,Campus,NonResidential,Age_Built,AgeBuilt_classe,NumberofBuildings,NumberofFloors_classe,PropertyGFATotal_log,PropertyGFAParking_log,TotalPropertyUseTypes,PrimaryPropertyType,LargestPropertyUseTypeGFA_rel,SecondLargestPropertyUseTypeGFA_rel,ThirdLargestPropertyUseTypeGFA_rel,NaturalGas(kBtu)_bin,SteamUse(kBtu)_bin,ENERGYSTARScore,ENERGYSTARScore_imputed,SiteEnergyUse(kBtu),TotalGHGEmissions
354,0,1,20,0,1.0,3,13.866650340569494,12.01018549067279,11,Large Office,0.7271957653859639,0.17632918404247536,0.09831928541363213,0,0,93.0,93.0,41213584.0,287.32
355,0,1,49,1,1.0,3,13.333733897756307,12.052344376474922,4,Large Office,0.9415137837470292,0.3069530698544887,0.029183206947241632,0,1,28.0,28.000000000000004,69519808.0,546.65
356,0,1,115,4,1.0,3,12.213450363119058,0.0,3,Large Office,0.8028687710939051,0.14440142942227516,0.052729799483819735,0,1,91.0,91.0,8921778.0,175.95
357,0,1,32,1,1.0,3,14.119303156168161,11.980432229642377,2,Large Office,0.8790600943034877,0.11778636990613194,0.013768397777986063,0,0,89.0,89.0,61576184.0,429.27
358,0,1,21,0,1.0,3,12.645910194428335,0.0,3,Large Office,0.8672871912138878,0.09144899996779285,0.001932429385809527,1,0,,75.99999999999999,21169502.0,380.37
359,0,1,19,0,1.0,3,12.203724891711696,10.330746767679962,4,Large Office,0.8039793514759686,0.09316894702550994,0.08760587380343808,1,0,69.0,69.0,13214416.0,298.61
360,0,1,16,0,1.0,3,12.827302145802625,10.872446632977367,2,Large Office,0.8584173736440273,0.14158262635597274,0.0,1,0,98.0,98.0,13843866.0,216.24
361,0,1,113,4,1.0,3,11.64742139228158,9.023649282664286,1,Large Office,0.8442851523230911,0.0,0.0,1,0,99.0,98.99999999999999,2746560.75,70.17
363,0,1,44,1,1.0,1,11.398647529267592,0.0,1,Retail Store,1.0,0.0,0.0,1,0,83.0,83.0,6461937.0,89.47
364,0,1,51,2,1.0,3,13.070115943760129,0.0,1,Large Office,1.0,0.0,0.0,0,0,77.0,77.0,28450436.0,198.34
365,0,1,53,2,1.0,0,10.491301994830229,0.0,1,Other,1.0,0.0,0.0,0,0,96.0,96.0,30038490.0,209.41
366,0,1,61,2,0.0,0,11.50293573334086,0.0,1,Small- and Mid-Sized Office,0.8035452754911369,0.0,0.0,1,0,70.0,70.0,4728488.5,119.03
367,0,1,20,0,1.0,3,11.813415168440983,10.69758805131066,2,Large Office,0.7104205078081614,0.3146959296858224,0.0,0,0,88.0,88.0,4426136.0,30.86
368,0,1,20,0,1.0,0,12.304333014697693,11.32322877864404,2,Large Office,0.6605695017879075,0.4078876405512828,0.0,0,0,93.0,93.0,7046345.5,49.12
369,0,1,58,2,1.0,0,11.447437159597042,0.0,1,Self-Storage Facility,1.0,0.0,0.0,0,0,,62.6,873221.875,6.09
370,0,1,42,1,1.0,3,12.932935027070254,11.076913516671743,2,Large Office,0.8418113919002211,0.16831393592207194,0.0,0,0,79.0,79.0,24224888.0,168.88
371,0,1,22,0,1.0,3,12.85155677648835,12.183939504695706,3,Mixed Use Property,0.47936315652851086,0.43051961162197383,0.099066288042666,1,0,94.0,94.0,9765777.0,72.42
372,0,1,34,1,1.0,3,13.11737897588836,11.684733615747279,2,Large Office,0.7389213950188236,0.2301648399137309,0.0,1,0,65.0,65.0,26823218.0,197.19
373,0,1,43,1,1.0,3,13.206478397331779,11.667550318073854,2,Large Office,0.7796703660393178,0.1972876170303525,0.0,0,0,79.0,79.0,25307744.0,176.43
374,0,1,42,1,1.0,2,11.602290736042818,10.563620718477313,3,Mixed Use Property,0.3876558113162684,0.35391917473730417,0.2584250139464274,1,0,,69.4,8218155.5,91.13
375,0,1,40,1,1.0,3,12.890751571419269,11.72978531512129,2,Large Office,0.6908321693484543,0.3091678306515458,0.0,0,0,64.0,64.0,20361158.0,141.95
376,0,1,20,0,1.0,3,12.568880743172354,11.333703100713947,4,Large Office,0.6672464352926034,0.2510792392971813,0.018513171763412658,0,0,74.0,74.0,14913424.0,103.97
377,0,1,75,0,1.0,0,12.168531720742111,10.789587082246053,2,Large Office,0.7587447438093755,0.25021543892436277,0.0,1,0,94.0,94.0,5357833.0,46.03
379,0,1,38,1,1.0,3,12.441555750438361,11.034679964622491,4,Large Office,0.6269423910423819,0.27731792985464415,0.08605982544655733,0,0,3.0,3.0,29949248.0,208.79
381,0,1,66,2,1.0,0,11.016676418156251,0.0,1,Supermarket / Grocery Store,1.012910643889619,0.0,0.0,1,0,54.0,54.0,14293972.0,384.27
382,0,1,122,4,1.0,0,10.823312033358421,0.0,3,Small- and Mid-Sized Office,1.0030293367346939,0.16599569515306123,0.08476163903061225,1,0,77.0,77.0,2933288.75,24.91
383,0,1,110,4,1.0,3,12.62592377680104,0.0,4,Large Office,0.8050968305809835,0.027695451886997038,0.024702148212889276,1,1,72.0,72.0,23262244.0,741.3
384,0,1,45,1,1.0,0,11.766023856597407,0.0,2,Warehouse,0.9254658385093167,0.07453416149068323,0.0,1,0,97.0,97.0,1809101.5,78.92
385,0,1,95,3,1.0,3,12.682139108599662,0.0,3,Large Office,0.5184705462113094,0.12224137663265465,0.06146080852319496,0,1,76.0,76.0,13656587.0,355.05
386,0,1,58,2,1.0,3,12.725851073081628,0.0,3,Large Office,0.762046204620462,0.1975143460291975,0.022115184491422114,1,1,77.0,77.0,18967014.0,530.66
387,0,1,62,2,1.0,3,12.606280625792168,0.0,3,Large Office,0.9601643288453419,0.6626433353662214,0.03983567115465811,0,1,79.0,79.0,27076922.0,1084.79
388,0,1,46,1,1.0,3,13.362678647226858,0.0,5,Large Office,1.1299872291703363,0.0629104909534714,0.030937806688643398,0,0,69.0,69.0,48479988.0,337.97
389,0,1,99,3,1.0,3,13.20358569675467,0.0,2,Hotel,1.0,0.0,0.0,1,1,45.0,45.0,56485204.0,2573.75
390,0,1,42,1,1.0,1,12.584307006040078,0.0,2,Retail Store,0.6574638624374871,0.34253613756251283,0.0,1,0,80.0,80.0,11688601.0,162.45
391,0,1,52,2,0.0,0,11.389638560778947,0.0,3,Mixed Use Property,0.37839366515837103,0.3350678733031674,0.3135180995475113,1,0,42.0,42.0,4383100.5,116.03
392,0,1,62,2,1.0,0,10.864981069241113,0.0,1,Warehouse,0.9771558563208503,0.0,0.0,1,0,96.0,96.0,930611.875,48.65
393,0,1,13,0,1.0,0,11.857450901639037,11.152113403521723,5,Other,0.5302236928810821,0.5076347506926189,0.0,0,0,,92.60000000000001,3085814.0,21.51
394,0,1,21,0,1.0,0,12.08126310671752,11.157221478071538,2,Large Office,0.5862619808306709,0.3969082092765051,0.0,0,0,60.0,60.0,5803409.0,40.46
395,0,1,49,1,1.0,0,10.868587496017359,0.0,2,Warehouse,0.9408571428571428,0.11148571428571429,0.0,1,0,2.0,2.0,3989399.0,70.47
396,0,1,63,2,1.0,1,10.956073354557526,0.0,2,Warehouse,0.5061256544502618,0.49387434554973825,0.0,1,0,55.0,55.0,4560492.0,156.67
398,0,1,106,4,1.0,3,12.766576610348281,0.0,3,Large Office,0.8713225428905826,0.07678912962804373,0.021883474636750305,1,0,90.0,90.0,18102026.0,224.36
399,0,1,34,1,1.0,3,14.151983508870947,12.560247968016562,4,Large Office,0.7100828571428571,0.188915,0.09542714285714286,1,1,92.0,92.0,53079164.0,588.9
401,0,1,92,3,1.0,3,12.629865437530928,0.0,1,Hotel,1.0145705421079503,0.0,0.0,1,1,58.0,57.99999999999999,33729336.0,1510.85
402,0,1,33,1,1.0,3,14.245087296917465,13.147268650307723,6,Large Office,0.6523487478247514,0.2453758478100437,0.03456709136890003,1,0,89.0,89.0,56606136.0,530.18
403,0,1,64,2,1.0,3,11.819814399049767,0.0,1,Large Office,1.0636560278991745,0.0,0.0,0,1,91.0,91.0,6423556.5,193.72
404,0,1,108,4,1.0,2,11.289256775795264,0.0,2,Retail Store,0.4464149480345686,0.3717373088034819,0.0,0,0,25.0,25.0,5252131.0,36.61
406,0,1,39,1,1.0,3,13.122365377402328,0.0,3,Large Office,0.822602,0.16001,0.029056,0,0,93.0,93.0,18848780.0,131.4
408,0,1,96,3,0.0,3,11.793031410913876,0.0,3,Large Office,0.6952979762102686,0.09529495337273099,0.07432401795565498,1,1,72.0,72.0,6029020.0,65.2
409,0,1,38,1,1.0,3,11.606698099721365,9.488047863280759,4,Large Office,0.760129290722025,0.12018574160065555,0.04552490212146044,0,0,45.0,45.0,7335905.5,51.14
410,0,1,49,1,0.0,3,12.71309504620313,10.990044128923504,1,Hotel,1.0,0.0,0.0,1,1,6.0,6.0,37785552.0,1468.5
411,0,1,112,4,1.0,3,11.779235779684317,0.0,3,Large Office,0.6695961321860657,0.24720909028219412,0.08319477753174014,1,1,49.0,49.0,11651200.0,318.08
412,0,1,102,4,1.0,3,11.013056266434749,0.0,2,Small- and Mid-Sized Office,0.6916913946587537,0.0791295746785361,0.0,0,0,,78.6,2586116.0,18.03
413,0,1,93,3,1.0,3,11.830294972166737,0.0,1,Large Office,0.9065016381507098,0.0,0.0,0,1,89.0,89.0,6366084.5,202.99
414,0,1,93,3,1.0,3,11.925299981379327,0.0,1,Large Office,0.8307324598282563,0.0,0.0,0,1,84.0,84.0,5446624.0,238.09
415,0,1,37,1,1.0,3,13.534474352733596,11.810530640181724,5,Large Office,0.8517655629139073,0.16806754966887416,0.017777483443708608,1,1,72.0,72.0,52226204.0,793.05
416,0,1,116,4,1.0,2,11.059440645817386,0.0,1,Small- and Mid-Sized Office,0.8930909663204281,0.0,0.0,1,0,72.0,72.0,3518459.5,74.83
417,0,1,95,3,1.0,3,11.782143114331042,0.0,3,Large Office,0.6717318725982291,0.20762760422635282,0.05075901690693926,0,0,80.0,80.0,6962073.0,48.54
418,0,1,112,4,1.0,0,11.288793925756666,0.0,3,Mixed Use Property,0.5,0.3333333333333333,0.16666666666666666,0,0,,80.19999999999999,3009463.75,20.98
419,1,0,114,4,1.0,2,11.83065893676428,0.0,9,Mixed Use Property,0.32080058224163027,0.13960698689956333,0.10465793304221252,1,0,,52.39999999999999,14940504.0,316.2
420,0,1,26,1,1.0,3,11.903973815910073,11.367090116746684,4,Other,0.43841814787760736,0.2747950653356059,0.0881895408922436,1,0,,64.8,9671619.0,185.03
421,0,1,26,1,0.0,2,12.496261573193136,12.025515531191699,3,Other,0.6245347597583556,0.26164550096321093,0.1024931266014551,1,0,,76.8,7273155.5,147.75
422,0,1,33,1,1.0,3,14.288994997156012,12.873545544320187,3,Large Office,0.8186927075483097,0.2428159827800331,0.01914824443284599,1,1,97.0,97.0,49517704.0,525.78
423,0,1,42,1,1.0,3,13.585585312859951,0.0,3,Large Office,0.941377461640691,0.046068925939350004,0.012553612419958922,1,0,96.0,96.0,26689658.0,216.43
424,0,1,51,2,1.0,3,13.030916724558724,11.442556647303347,2,Large Office,0.7515866615238963,0.23332252182755356,0.0,0,0,74.0,74.0,19397324.0,135.23
425,0,1,36,1,1.0,3,11.660120582288606,9.625161575008372,3,Large Office,0.9044598082118473,0.1022294725394236,0.004557342240865895,0,0,89.0,89.0,4757299.5,33.17
426,0,1,23,0,1.0,2,11.37940550085183,9.770013301136158,2,Small- and Mid-Sized Office,0.8010285714285714,0.01910857142857143,0.0,0,0,72.0,72.0,4549892.0,31.72
427,0,1,24,0,1.0,3,12.83309604909819,12.126904971569614,2,Large Office,0.4032237817336841,0.11172126440619115,0.0,0,0,72.0,72.0,13329024.0,92.92
428,0,1,37,1,1.0,3,12.173037959397275,10.545367754151743,1,Other,0.7580826873385013,0.0,0.0,0,0,,82.19999999999999,14436982.0,100.65
429,0,1,99,3,1.0,3,11.540997725963418,0.0,2,Large Office,0.9128113879003559,0.07292456682807304,0.0,0,1,96.0,96.0,5327249.5,281.55
430,0,1,97,3,1.0,2,10.874285408908944,0.0,2,Small- and Mid-Sized Office,0.7363636363636363,0.24545454545454545,0.0,1,0,83.0,83.0,2429021.0,44.48
432,1,0,109,4,3.0,3,12.462643235956783,0.0,5,Mixed Use Property,0.5996201116453963,0.5632328421606441,0.39923093885035416,0,1,,67.8,20779796.0,418.9
433,0,1,93,3,1.0,3,13.666665942711875,0.0,2,Retail Store,0.5910883344822224,0.44172927531791734,0.0,1,1,,70.0,17666646.0,328.83
434,0,1,23,0,1.0,0,12.240237329250249,11.486591756518374,1,Other,1.0,0.0,0.0,0,1,,72.4,19295226.0,249.09
436,0,1,34,1,1.0,3,10.75173496195892,0.0,1,Other,1.0,0.0,0.0,0,1,,70.99999999999999,4169431.5,130.69
437,0,1,77,3,1.0,0,12.491255347155265,11.552155793461898,2,Medical Office,0.6090225563909775,0.39097744360902253,0.0,1,1,65.0,65.0,13911761.0,201.15
438,0,1,30,1,1.0,3,13.444677284810034,12.918522328344617,2,Medical Office,0.39177115964750103,0.39176971070392574,0.0,0,0,58.0,57.99999999999999,21156670.0,147.49
439,0,1,21,0,1.0,3,12.84382338846974,12.087632519036884,6,Mixed Use Property,0.4342318394051416,0.2874435516048652,0.1431761189928206,1,0,100.0,100.0,55073120.0,456.22
440,0,1,21,0,1.0,3,12.272959968571612,11.56098202678591,6,Mixed Use Property,0.4906703330620949,0.2543328002095083,0.1764031912605105,1,0,100.0,100.0,75073888.0,530.59
441,0,1,43,1,1.0,0,11.599268285192245,10.28909003154804,1,Hotel,1.0,0.0,0.0,1,0,34.0,34.0,9474745.0,243.66
443,0,1,41,1,1.0,0,12.527195538537352,10.557191995297144,2,Large Office,0.8287117294203834,0.17191931354131154,0.0,0,0,77.0,77.0,16373232.0,114.14
444,0,1,21,0,1.0,0,11.720443572397098,0.0,1,Warehouse,1.0,0.0,0.0,0,0,59.0,59.0,1987934.625,13.86
446,0,1,59,2,1.0,0,10.986833907533804,0.0,2,Distribution Center,0.6815366390252158,0.3184633609747842,0.0,1,0,45.0,45.0,2756214.75,117.11
447,0,1,59,2,1.0,0,11.571203807011969,0.0,1,Warehouse,1.000009433962264,0.0,0.0,0,0,93.0,93.0,763364.5,5.32
449,0,1,60,2,1.0,0,11.974146893333247,10.555838779903407,3,Large Office,0.7930580075662043,0.2069419924337957,0.12610340479192939,1,0,19.0,19.0,18309150.0,236.9
451,0,1,62,2,1.0,0,11.69242638082741,0.0,1,Distribution Center,0.9922447581083227,0.0,0.0,1,0,97.0,97.0,775729.1875,5.44
452,0,1,21,0,1.0,3,11.843674210764698,10.708377339816602,1,Large Office,0.5897844827586207,0.0,0.0,0,0,81.0,81.0,4342597.0,30.27
453,0,1,38,1,1.0,3,11.469203436078995,10.431819050431784,2,Small- and Mid-Sized Office,1.0,0.3316513617701445,0.0,0,0,95.0,95.0,3063504.5,21.36
456,0,1,26,1,2.0,0,12.27037988992534,11.65467673167482,2,Large Office,0.4949433381938551,0.0,0.0,0,0,83.0,83.0,5661689.5,39.47
457,0,1,21,0,1.0,0,11.549238107628549,10.771784802805005,1,Large Office,0.6094583256989112,0.0,0.0,1,0,7.0,7.000000000000001,11319836.0,374.92
458,0,1,48,1,1.0,0,11.223655465763155,0.0,2,Small- and Mid-Sized Office,0.958213141025641,0.0,0.0,0,0,56.0,56.00000000000001,5134607.5,35.8
459,0,1,43,1,1.0,3,11.393860357811288,0.0,2,Small- and Mid-Sized Office,0.9613062383130195,0.0,0.0,0,0,53.0,52.99999999999999,6029121.5,42.03
460,0,1,39,1,1.0,0,11.713831587262764,0.0,4,Large Office,0.7466748466257669,0.24684662576687116,0.04851533742331288,0,0,93.0,93.0,5535626.0,38.59
461,0,1,43,1,1.0,2,10.891745395126074,0.0,2,Small- and Mid-Sized Office,1.0,0.0,0.0,0,0,20.0,20.0,4742869.0,33.06
462,0,1,62,2,1.0,0,10.92583056074651,0.0,1,Small- and Mid-Sized Office,1.0,0.0,0.0,1,0,55.0,55.0,4224872.5,93.23
463,0,1,40,1,1.0,2,11.806020361621872,11.017989594425455,2,Large Office,0.5375813093035746,0.4411365399534523,0.0,0,0,54.0,54.0,4695139.0,32.73
464,0,1,17,0,1.0,0,11.972979763362297,0.0,1,Retail Store,1.0,0.0,0.0,1,0,25.0,25.0,22394416.0,454.49
465,0,1,93,3,1.0,3,12.570090563724165,0.0,4,Large Office,0.5419551871141238,0.30696375152439553,0.0543049624937895,1,0,,59.599999999999994,48406556.0,349.07
466,0,1,47,1,1.0,3,11.9750166230156,0.0,1,Other,1.0,0.0,0.0,1,1,,71.6,61762380.0,1268.87
492,0,1,37,1,1.0,2,11.373617419568252,10.268165387743457,2,Small- and Mid-Sized Office,0.6689464911776539,0.33105350882234613,0.0,0,0,81.0,81.0,2991674.75,20.86
467,0,1,23,0,1.0,0,12.010288878446973,0.0,3,Retail Store,0.6242694770641644,0.45064067089523646,0.0,1,0,62.0,62.0,18390344.0,326.18
468,0,1,13,0,1.0,0,12.125312597296075,11.100964303118362,3,Large Office,0.6397155278021704,0.35902689693303413,0.008645829945468935,1,0,95.0,95.0,5671256.0,40.47
469,0,1,94,3,1.0,0,10.918736348043124,0.0,2,Laboratory,0.9942028985507246,0.005797101449275362,0.0,1,0,,48.800000000000004,11594121.0,269.71
470,0,1,19,0,1.0,2,12.393215892603342,11.624413171000027,1,Laboratory,0.730518039965334,0.0,0.0,1,0,,75.2,33713876.0,849.83
471,0,1,18,0,1.0,3,11.844263113555305,10.870148152571042,5,Large Office,0.5699516089659827,0.37752186212145145,0.021732887235967318,0,0,96.0,96.0,3238216.0,22.57
473,0,1,13,0,1.0,0,12.510139747231278,11.499850357082506,3,Large Office,0.6202507830051905,0.3575373241696825,0.062205104935607276,1,0,96.0,96.0,7851334.5,61.93
474,0,1,108,4,1.0,0,11.758229645621093,0.0,1,Warehouse,1.0,0.0,0.0,1,0,56.0,56.00000000000001,2767491.0,29.53
475,0,1,20,0,1.0,0,13.23661485109685,12.238530155078708,2,Large Office,0.6645715733359976,0.33742658550335763,0.0,1,0,71.0,71.0,30083496.0,632.4
476,0,1,21,0,1.0,3,12.330910735660234,11.461642696843066,2,Large Office,0.5807442451631125,0.3670826860612908,0.0,1,0,49.0,49.0,11963428.0,94.64
477,1,0,25,0,1.0,0,13.191792420421313,0.0,2,Other,1.0,0.19401731887667997,0.0,1,0,,53.6,131373880.0,3995.45
480,0,1,19,0,1.0,0,11.981058595924264,10.832793221487778,4,Mixed Use Property,0.45339386349405136,0.30879148403256107,0.23422667501565436,1,0,,33.400000000000006,31371618.0,726.96
481,0,1,16,0,1.0,2,12.25399100121357,11.207405234388567,4,Large Office,0.5423942883288214,0.37695409311015365,0.07531837419453236,1,0,97.0,97.0,6917478.5,122.68
482,0,1,16,0,1.0,3,12.621831259923514,11.607380733987897,3,Large Office,0.5893310194884247,0.3278357522030465,0.01984473924705463,1,0,97.0,97.0,7519466.5,69.59
484,0,1,68,2,1.0,0,11.118118358049584,0.0,5,Mixed Use Property,0.4412585336895221,0.2578213119620065,0.20241911546452954,1,0,66.0,66.0,2755829.0,74.1
487,0,1,59,2,1.0,2,11.53503914521534,0.0,1,Laboratory,1.0088032474201594,0.0,0.0,1,0,,39.4,24395228.0,587.16
488,0,1,14,0,1.0,0,12.986539072349808,11.942660332051132,3,Mixed Use Property,0.40175304755817337,0.3968755799008928,0.2036692119304371,1,0,,92.39999999999998,45252356.0,1019.53
489,0,1,48,1,1.0,0,11.385807746410581,9.944005500839015,2,Small- and Mid-Sized Office,0.7353001294542482,0.2429651836206309,0.0,0,0,80.0,80.0,3415561.25,23.81
490,0,1,50,0,1.0,0,11.375718755205835,9.9241231661362,2,Small- and Mid-Sized Office,0.7645048062584597,0.17397737961412282,0.0,0,0,69.0,69.0,3632613.75,25.32
491,0,1,52,2,1.0,0,11.375718755205835,9.9241231661362,2,Small- and Mid-Sized Office,0.7656404138658836,0.3244511229897451,0.0,0,0,86.0,86.0,3493093.75,24.35
493,0,1,51,2,1.0,0,11.385103457032141,9.980494888896912,2,Small- and Mid-Sized Office,0.7919431818181818,0.19871590909090908,0.0,0,0,75.0,75.0,3484915.5,24.29
494,0,1,34,1,1.0,2,12.18968916627965,11.389695119625614,2,Medical Office,0.5506711597009387,0.4493288402990612,0.0,1,0,5.0,5.0,19165116.0,477.87
495,0,1,28,1,1.0,2,12.16147791819491,11.464596194572943,1,Medical Office,0.5018664129320981,0.0,0.0,1,0,21.0,21.0,8422861.0,77.99
497,0,1,25,0,1.0,2,11.497568142649186,0.0,1,Warehouse,1.0,0.0,0.0,1,0,83.0,83.0,1090496.625,22.44
498,0,1,22,0,1.0,3,12.770053179800657,11.921425961621914,1,Hospital,0.6133246095639063,0.0,0.0,1,0,23.0,23.0,42709624.0,1032.63
500,0,1,27,1,1.0,1,12.640986517463418,12.14355341758046,2,Supermarket / Grocery Store,0.39191170520932794,0.0,0.0,1,0,78.0,78.0,14512786.0,277.98
503,0,1,14,0,1.0,0,11.054470887941358,0.0,1,Supermarket / Grocery Store,1.0,0.0,0.0,0,0,100.0,100.0,6522551.5,45.47
504,0,1,67,2,0.0,0,11.642030827156859,0.0,2,Other,0.8044647565477236,0.19553524345227632,0.0,1,0,,55.4,3574542.25,121.98
507,0,1,23,0,1.0,0,12.401001890363212,0.0,1,Warehouse,1.3389509718404897,0.0,0.0,1,0,100.0,100.0,1396082.25,41.8
508,0,1,21,0,1.0,0,12.543448045605032,11.95961568633537,3,Other,0.5577551632102536,0.4154832079699699,0.026761628819776485,0,0,,89.19999999999999,11521702.0,80.32
513,0,1,70,2,1.0,0,11.104400680823604,9.47262771040802,2,Other,1.0833258102374288,0.22569287713279768,0.0,0,0,,53.199999999999996,6876439.5,47.94
514,0,1,25,0,1.0,0,11.785910056661425,0.0,1,Retail Store,0.8214739662219246,0.0,0.0,1,0,72.0,72.0,8773058.0,110.46
515,0,1,23,0,1.0,0,11.455306945297822,0.0,1,Warehouse,0.7113877118644067,0.0,0.0,1,0,38.0,38.0,784364.5,10.24
516,0,1,58,2,6.0,0,11.625369830810577,0.0,2,Other,1.1101966041108133,0.0,0.0,1,0,,46.0,9814820.0,226.43
517,0,1,38,1,0.0,0,11.882949906538373,0.0,1,Supermarket / Grocery Store,1.0,0.0,0.0,1,0,56.0,56.00000000000001,13424079.0,237.39
518,0,1,55,2,1.0,0,11.643962499267984,0.0,2,Retail Store,0.5070614035087719,0.4939649122807018,0.0,1,0,79.0,79.0,17225444.0,553.27
519,0,1,25,0,1.0,0,10.821456874788838,0.0,2,Supermarket / Grocery Store,0.999640596609628,0.0,0.0,1,0,78.0,78.0,8663691.0,158.92
520,0,1,34,1,1.0,0,11.72861732123929,10.262769096339811,1,Large Office,0.7778127040162488,0.0,0.0,1,0,73.0,73.0,4991360.5,34.9
521,0,1,22,0,1.0,2,11.407576060361786,10.505861744654162,1,Small- and Mid-Sized Office,1.0,0.0,0.0,0,0,84.0,84.0,3897738.0,27.17
522,0,1,21,0,1.0,0,11.472540874774753,10.425549808228107,2,Small- and Mid-Sized Office,0.6479732614196021,0.35098551660228444,0.0,0,0,70.0,70.0,5413418.0,37.74
523,0,1,23,0,1.0,0,12.545960470952528,11.651208052770235,4,Large Office,0.5430688681897942,0.33418992941980447,0.026694476378947667,1,0,96.0,96.0,11325513.0,94.47
524,0,1,23,0,1.0,2,12.402194373748076,11.5428046042479,2,Large Office,0.5712107638061266,0.1008860249697946,0.0,1,0,89.0,89.0,8651835.0,85.01
525,0,1,31,1,1.0,3,11.948990903938062,0.0,9,Mixed Use Property,0.7746993404888142,0.40799818957713696,0.17056769688348636,1,1,,57.0,52960796.0,1623.34
526,0,1,40,1,1.0,0,12.874660704589415,11.706648444488625,2,Large Office,0.6226520964911157,0.27775913091379595,0.0,0,0,95.0,95.0,7683885.0,53.57
527,0,1,55,2,1.0,1,11.407576060361786,0.0,2,Warehouse,0.7777777777777778,0.2222222222222222,0.0,1,0,87.0,87.0,1429146.375,17.17
528,0,1,56,2,1.0,0,10.823790225800138,0.0,1,Retail Store,1.0,0.0,0.0,1,0,,47.199999999999996,1047461.0,32.22
529,0,1,97,3,1.0,3,11.451411697981355,8.732465848349879,5,Small- and Mid-Sized Office,0.5741920389650442,0.2631416630331905,0.04785554007635617,1,0,,67.99999999999999,4758198.0,120.24
530,0,1,81,3,1.0,1,11.054708103975111,0.0,1,Warehouse,1.0,0.0,0.0,1,0,100.0,100.0,227566.7031,8.15
532,0,1,14,0,1.0,0,12.68500504440909,12.11425884625752,2,Other,0.5651022550941713,0.4049444201827986,0.0,1,0,,91.6,17085344.0,413.35
533,0,1,34,1,1.0,2,11.777548714470212,10.060534035475412,2,Self-Storage Facility,1.0,0.06754008273660135,0.0,0,0,,80.6,465533.3125,3.25
534,0,1,25,0,1.0,2,11.571590521032341,0.0,1,Warehouse,1.0,0.0,0.0,1,0,94.0,94.0,1123943.0,25.58
536,0,1,66,2,1.0,0,11.456048188078173,0.0,1,Self-Storage Facility,1.0,0.0,0.0,1,0,,54.79999999999998,1000796.875,33.18
538,0,1,20,0,1.0,3,12.110084736119012,10.550250422538545,3,Large Office,0.8301870177331118,0.1483042918313208,0.011860600790339803,0,0,88.0,88.0,7637986.0,53.25
540,0,1,56,2,1.0,0,10.033682134193954,0.0,1,Warehouse,1.0,0.0,0.0,0,0,33.0,33.0,402051.3125,2.8
543,0,1,55,2,1.0,0,11.73184410389787,0.0,2,Distribution Center,0.9996063371681985,0.0,0.0,1,0,62.0,62.0,5464762.0,237.36
774,0,1,52,2,1.0,3,12.33515603544142,11.498390339992403,2,Large Office,1.0,0.34227968886779514,0.0,0,0,95.0,95.0,8493420.0,59.21
544,0,1,55,2,1.0,0,10.821097413976181,0.0,2,Distribution Center,0.9970638170378507,0.0,0.0,1,0,72.0,72.0,1529510.25,42.65
545,0,1,53,2,1.0,0,10.960253016168982,0.0,1,Distribution Center,1.0,0.0,0.0,1,0,26.0,26.0,2582687.0,76.68
546,0,1,56,2,1.0,0,11.355113089309977,0.0,1,Warehouse,1.0,0.0,0.0,0,0,49.0,49.0,1536998.25,10.72
547,0,1,56,2,1.0,0,10.92775337907558,0.0,1,Warehouse,1.0,0.0,0.0,0,0,63.0,63.00000000000001,519806.0938,3.62
548,0,1,58,2,1.0,0,10.882771862738064,0.0,2,Small- and Mid-Sized Office,0.9907793427230047,0.0,0.0,1,0,96.0,96.0,1794187.25,46.93
549,0,1,35,1,1.0,3,11.27305530057358,10.255129853946785,1,Small- and Mid-Sized Office,1.0,0.0,0.0,1,0,98.0,98.0,2179719.75,28.63
550,0,1,36,1,1.0,0,11.076913516671743,0.0,1,Warehouse,1.0,0.0,0.0,1,0,89.0,89.0,325513.0,6.32
551,0,1,95,3,1.0,1,11.236447063025773,9.899931236333352,3,Mixed Use Property,0.3750065924792996,0.3749934075207004,0.25,1,0,,36.8,3684188.5,38.48
