OSEBuildingID,Campus,NonResidential,Age_Built,AgeBuilt_classe,NumberofBuildings,NumberofFloors_classe,PropertyGFATotal_log,PropertyGFAParking_log,TotalPropertyUseTypes,PrimaryPropertyType,LargestPropertyUseTypeGFA_rel,SecondLargestPropertyUseTypeGFA_rel,ThirdLargestPropertyUseTypeGFA_rel,NaturalGas(kBtu)_bin,SteamUse(kBtu)_bin,ENERGYSTARScore,ENERGYSTARScore_imputed,SiteEnergyUse(kBtu),TotalGHGEmissions
23854,0,1,122,4,1.0,0,10.685766776548883,0.0,1,Restaurant,1.0,0.0,0.0,1,0,,54.39999999999999,11508035.0,611.19
585,0,1,61,2,1.0,0,11.800350004263192,0.0,1,Medical Office,1.0,0.0,0.0,1,0,21.0,21.0,15640994.0,295.48
586,0,1,57,2,1.0,1,12.035402941476667,0.0,1,Retail Store,1.0266102870969465,0.0,0.0,1,0,78.0,78.0,6455828.5,91.1
588,0,1,20,0,0.0,0,12.436501593774768,11.63796212933792,3,Mixed Use Property,0.449983520432678,0.33356232651780787,0.33356232651780787,1,0,,97.8,47102428.0,1156.45
589,0,1,22,0,1.0,2,12.077591336881623,11.175857050670414,2,Large Office,0.5911248827358786,0.40589021235466355,0.0,0,0,91.0,91.0,6486377.5,45.22
590,0,1,53,2,1.0,1,11.559684997373235,0.0,1,Warehouse,1.0,0.0,0.0,1,0,93.0,93.0,1028376.875,23.86
592,0,1,22,0,1.0,0,10.87882047837734,10.635879484421974,1,Other,0.9695889894419306,0.0,0.0,1,0,,35.199999999999996,1770027.5,49.9
594,0,1,49,1,0.0,0,11.61448878037967,0.0,1,Other,1.0,0.0,0.0,1,0,,49.00000000000001,2339814.25,107.83
595,0,1,74,2,1.0,0,10.889696061373598,0.0,1,Small- and Mid-Sized Office,1.0,0.0,0.0,1,0,86.0,86.0,2058955.25,22.12
596,0,1,84,3,1.0,0,10.819958268212227,0.0,1,Small- and Mid-Sized Office,1.0,0.0,0.0,1,0,62.0,62.0,3202213.0,65.3
597,0,1,13,0,1.0,2,12.581686608668821,11.51469390036619,2,Large Office,0.6685784542682089,0.38189273841250654,0.0,1,0,98.0,98.0,6657348.5,49.74
598,0,1,65,2,1.0,0,10.836301028962945,0.0,2,Warehouse,0.8640226628895185,0.1359773371104816,0.0,1,0,63.0,63.00000000000001,2551022.25,107.16
599,0,1,51,2,1.0,0,11.243148796387281,0.0,1,Refrigerated Warehouse,1.0017287895853524,0.0,0.0,1,0,70.0,70.0,2843033.5,20.29
600,0,1,66,2,1.0,0,11.49761891515284,0.0,1,Warehouse,1.0,0.0,0.0,1,0,65.0,65.0,2831565.5,39.5
601,0,1,118,4,1.0,1,10.878103794705911,0.0,4,Mixed Use Property,0.5962416512584431,0.5174710388287235,0.3420625636768424,1,0,75.0,75.0,3441643.25,64.0
602,0,1,14,0,1.0,0,12.077778940810486,10.843865835939344,3,Mixed Use Property,0.3793642492524926,0.3309382780613695,0.17184142611898726,1,0,,46.800000000000004,22530168.0,640.71
603,0,1,102,4,1.0,0,12.042294099519093,11.063241976146475,2,Other,0.624336661071355,0.37566333892864506,0.0,1,0,,35.00000000000001,19155416.0,406.02
604,0,1,51,2,1.0,3,11.733842539523547,0.0,4,Large Office,0.8626774961714547,0.1250791767224445,0.0962147513249573,1,0,58.0,57.99999999999999,13898181.0,365.79
605,0,1,52,2,1.0,3,11.45108197563649,0.0,2,Small- and Mid-Sized Office,0.9989681070615519,0.33348226633475886,0.0,0,0,70.0,70.0,5662234.0,39.47
606,0,1,48,1,1.0,0,11.440580553096567,0.0,1,Warehouse,1.0,0.0,0.0,0,0,60.0,60.0,1252323.875,8.73
19746,0,1,76,3,1.0,0,10.043292972227004,0.0,2,Other,0.8830434782608696,0.11693913469565217,0.0,1,0,,64.4,711118.375,25.74
607,0,1,20,0,1.0,0,11.019513997458025,0.0,2,Supermarket / Grocery Store,0.8915859990500057,0.0,0.0,1,0,32.0,32.0,13133225.0,306.5
609,0,1,118,4,1.0,0,11.276202631115575,0.0,1,Small- and Mid-Sized Office,0.9954891028890015,0.0,0.0,0,0,88.0,88.0,2830674.75,19.73
610,0,1,116,4,1.0,3,11.507319782449395,0.0,2,Small- and Mid-Sized Office,0.6545454545454545,0.23991351568785196,0.0,1,0,64.0,64.0,6606832.5,134.69
611,0,1,115,4,1.0,3,11.201783686253295,0.0,1,Small- and Mid-Sized Office,0.8718400218400219,0.0,0.0,0,0,82.0,82.0,2853189.5,19.89
612,0,1,122,4,1.0,2,11.153647135161382,0.0,2,Small- and Mid-Sized Office,0.49625449389117265,0.3729607402208631,0.0,1,1,87.0,87.0,2178074.5,76.8
613,0,1,122,4,1.0,2,11.347472824583114,0.0,2,Small- and Mid-Sized Office,0.49096165191740415,0.3390442477876106,0.0,1,0,,82.19999999999999,2094724.625,26.04
614,0,1,122,4,1.0,3,11.231848199348319,9.497097016351463,3,Small- and Mid-Sized Office,0.6066414114655081,0.12900021193175798,0.06210925082123556,0,0,,73.19999999999999,3570161.75,24.89
615,0,1,122,4,1.0,2,12.009942183149128,0.0,2,Large Office,0.7519588757756418,0.1265056576225818,0.0,1,1,79.0,79.0,7655751.0,130.31
616,0,1,115,4,1.0,3,11.986553767144867,0.0,1,Large Office,1.0,0.0,0.0,1,1,98.0,98.0,4336187.5,99.59
619,0,1,116,4,1.0,0,11.123668295706272,0.0,4,Other,0.49659803704523653,0.29082724522175485,0.17693159176444542,0,0,,63.4,1904480.0,13.28
620,0,1,112,4,1.0,0,10.945547126244623,0.0,3,Mixed Use Property,0.46296296296296297,0.318342151675485,0.21869488536155202,1,0,37.0,37.0,2371575.0,31.58
621,0,1,100,0,1.0,0,11.324823232217247,0.0,2,Warehouse,0.7057403562979772,0.2810070969922271,0.0,1,0,83.0,83.0,2153603.5,65.56
622,0,1,69,2,1.0,1,11.244300644051904,0.0,3,Other,0.6606315899636326,0.2354726459276314,0.09947411109076162,1,0,,49.20000000000001,3978277.0,132.6
623,0,1,60,2,1.0,1,11.438126484894745,0.0,2,Distribution Center,0.9197236830761273,0.1447861884645228,0.0,1,0,56.0,56.00000000000001,3155496.0,74.18
624,0,1,81,3,2.0,1,11.740220387406914,0.0,1,Other,1.1384810267768226,0.0,0.0,0,0,,63.8,2244317.0,15.65
625,0,1,122,4,1.0,2,11.767575435251748,10.158168529848494,1,Large Office,0.812937984496124,0.0,0.0,0,0,80.0,80.0,4374646.0,30.5
626,0,1,68,2,1.0,0,11.274858613060642,0.0,1,Warehouse,1.0,0.0,0.0,1,0,69.0,69.0,861972.875,16.48
627,0,1,118,4,1.0,2,10.984801076625908,0.0,4,Small- and Mid-Sized Office,0.6761064948278785,0.19671019162285908,0.11870442597931151,1,0,,52.800000000000004,1776411.75,41.18
628,0,1,112,4,1.0,3,11.233224789593368,9.287394001418473,3,Distribution Center,0.6751322751322751,0.1388888888888889,0.07936507936507936,0,0,15.0,15.0,2688675.75,18.74
629,0,1,115,4,1.0,2,10.93793458372845,0.0,4,Distribution Center,0.7087968722232095,0.16474142527101476,0.07314732539541496,0,0,,57.2,1056782.125,7.37
630,0,1,118,4,1.0,2,11.110101865005516,0.0,2,Small- and Mid-Sized Office,0.6451332994225187,0.1572963107028515,0.0,1,0,31.0,31.0,5608600.5,138.35
632,0,1,113,4,1.0,3,11.229089320779604,9.287394001418473,2,Small- and Mid-Sized Office,0.870098820529168,0.14501647008819465,0.0,1,0,81.0,81.0,2891605.0,20.18
633,0,1,118,4,1.0,3,12.124444932398877,0.0,2,Large Office,0.9977973329282451,0.002202667071754864,0.0,0,0,81.0,81.0,9722890.0,67.78
634,0,1,13,0,1.0,3,12.57020868613386,0.0,2,Large Office,0.9512216304850045,0.042042292420089424,0.0,1,0,43.0,43.0,25567108.0,182.14
635,0,1,108,4,1.0,1,11.07462203286291,0.0,1,Small- and Mid-Sized Office,0.9765625,0.0,0.0,1,0,53.0,52.99999999999999,5968153.5,180.76
637,0,1,13,0,1.0,3,12.563750586299374,11.624243201102182,5,Mixed Use Property,0.39081818181818184,0.3802342657342657,0.17227622377622379,1,0,,90.19999999999999,63835192.0,445.62
638,0,1,96,3,1.0,3,11.877922682522595,0.0,1,Warehouse,1.0,0.0,0.0,1,0,26.0,26.0,3929371.0,98.43
639,0,1,92,3,1.0,0,11.011934653834277,0.0,1,Small- and Mid-Sized Office,0.9965672035912332,0.0,0.0,1,0,16.0,16.0,5049446.5,47.25
640,0,1,110,4,0.0,3,14.138289467453484,0.0,3,Large Office,0.7246630783390383,0.2036961271116666,0.1595289939817185,1,0,79.0,79.0,74130576.0,810.7
641,0,1,29,1,1.0,0,11.589247413040994,0.0,1,Retail Store,0.9979060502177337,0.0,0.0,1,0,57.0,57.0,7221482.5,100.42
642,0,1,96,3,1.0,0,11.503733346601313,0.0,1,Warehouse,1.0,0.0,0.0,1,0,83.0,83.0,1618110.375,49.25
647,0,1,69,2,1.0,0,11.19437172885136,0.0,1,Distribution Center,1.0,0.0,0.0,1,0,28.0,28.000000000000004,2581741.75,42.74
649,0,1,92,3,0.0,2,11.246678673238513,0.0,1,Small- and Mid-Sized Office,1.0,0.0,0.0,1,0,91.0,91.0,2773647.5,33.41
650,0,1,21,0,1.0,3,11.426353991208984,10.507366265337891,3,Small- and Mid-Sized Office,0.580997971779382,0.37839399821167646,0.040608030008941615,0,0,2.0,2.0,8570571.0,59.75
651,0,1,14,0,1.0,0,11.7682961001544,10.594206788021406,3,Medical Office,0.690440225263957,0.2916656983724911,0.043495774364218046,1,0,6.0,6.0,19248732.0,477.85
652,0,1,31,1,1.0,0,11.835784026020109,9.69412362463029,2,Large Office,0.8622579757577513,0.11745326053900627,0.0,0,0,41.0,41.0,8381834.5,58.43
654,0,1,49,1,1.0,0,10.943287118573286,0.0,1,Retail Store,1.0000707063565015,0.0,0.0,1,0,66.0,66.0,2409429.0,67.29
656,0,1,18,0,1.0,0,12.328215054186225,0.0,1,Medical Office,0.8858404651697923,0.0,0.0,0,1,53.0,52.99999999999999,20560622.0,692.12
657,0,1,16,0,0.0,0,13.154652429701397,0.0,7,Mixed Use Property,0.7459155278685223,0.6588524167952797,0.13095678408697017,1,0,31.0,31.0,39403320.0,734.72
658,0,1,22,0,1.0,3,12.652401347293337,0.0,3,Large Office,0.9705611304525906,0.01516101781691583,0.014277851730493549,1,0,,76.00000000000001,25747022.0,185.39
659,0,1,17,0,1.0,3,14.281076229025384,0.0,5,Large Office,0.5743134908727024,0.2189622289715578,0.19078870547939186,1,1,97.0,97.0,56498868.0,481.06
660,0,1,96,3,1.0,3,11.489871758639005,0.0,3,Small- and Mid-Sized Office,0.5309148587801883,0.12278960294719607,0.09939623413835448,0,0,,73.39999999999999,2478025.25,17.28
661,0,1,37,1,1.0,3,12.953954193190171,12.238447866288572,1,Medical Office,0.4672345521806946,0.0,0.0,0,1,46.0,46.0,17254810.0,190.1
671,0,1,35,1,1.0,3,11.456365695436427,0.0,1,Medical Office,1.2035873015873015,0.0,0.0,0,0,68.0,68.0,5792926.0,40.38
673,0,1,17,0,0.0,0,11.458617103516884,0.0,1,Retail Store,1.1588483101580564,0.0,0.0,1,0,79.0,79.0,5417598.0,94.74
674,0,1,14,0,1.0,3,12.621167901225114,11.526266081907302,2,Medical Office,0.6647859703798589,0.28481158922687866,0.0,1,0,58.0,57.99999999999999,14751117.0,130.32
677,0,1,49,1,1.0,3,12.675801236956476,11.960223256680326,2,Medical Office,0.5336703020527584,0.21621951105151122,0.0,0,1,50.0,50.0,15067340.0,357.39
678,0,1,122,4,1.0,3,12.233308363149417,0.0,2,Large Office,0.5591594046350494,0.1393677531736416,0.0,1,1,94.0,94.0,8138616.5,282.46
679,0,1,122,4,1.0,3,10.945547126244623,0.0,2,Small- and Mid-Sized Office,0.8112874779541446,0.18518518518518517,0.0,0,0,55.0,55.0,3065954.5,21.37
680,0,1,97,3,1.0,2,11.184435286790631,0.0,1,Small- and Mid-Sized Office,1.0,0.0,0.0,1,0,89.0,89.0,2729167.75,23.48
681,0,1,22,0,1.0,2,12.160798044520625,11.460505220022895,2,Large Office,0.53885511598464,0.41852824542496314,0.0,0,0,93.0,93.0,5101504.5,35.56
682,0,1,21,0,1.0,0,11.138435631161384,9.352534137679358,3,Other,0.7271352326105609,0.1676337565260387,0.0,1,0,,49.60000000000001,9029489.0,310.19
683,0,1,28,1,3.0,0,11.534040955574303,0.0,2,Other,1.0518343728275876,0.0,0.0,1,0,,45.20000000000001,20725996.0,530.62
685,0,1,14,0,1.0,3,12.799529316634315,0.0,3,Large Office,0.64202615137303,0.27033581368113446,0.009761190566944532,1,0,86.0,86.0,15725581.0,116.95
689,0,1,28,1,3.0,1,11.306356296558281,0.0,1,Other,1.0006024392642865,0.0,0.0,1,0,,53.199999999999996,13085297.0,270.17
690,0,1,21,0,1.0,3,13.197348393414053,0.0,2,Large Office,0.6801476250294564,0.22789660310279755,0.0,0,0,90.0,90.0,16020642.0,111.69
692,0,1,39,1,1.0,3,12.528094548599388,12.19162376134176,2,Other,0.7139596060612649,0.2857142857142857,0.0,0,0,,67.19999999999999,5233553.5,36.49
693,0,1,40,1,1.0,0,11.49952609300711,0.0,1,Small- and Mid-Sized Office,1.0,0.0,0.0,0,0,91.0,91.0,4391348.0,30.61
694,0,1,15,0,1.0,0,11.976231716768233,10.253510420394482,4,Large Office,0.5043509447496083,0.21582951091983313,0.1694886460161957,1,0,12.0,12.0,8751704.0,98.54
696,0,1,44,1,1.0,0,11.562677071567636,0.0,1,Large Office,1.0,0.0,0.0,1,0,1.0,1.0,22078064.0,357.86
700,0,1,14,0,1.0,0,10.953906998602752,0.0,5,Supermarket / Grocery Store,0.690849307401707,0.2623478382538128,0.09619420735973136,0,0,31.0,31.0,12525174.0,0.0
701,0,1,44,1,1.0,0,10.832911662800246,0.0,1,Retail Store,1.0,0.0,0.0,1,0,51.0,51.00000000000001,2661488.0,60.7
702,0,1,85,3,1.0,1,11.033759993932106,0.0,1,Small- and Mid-Sized Office,0.6439471007121058,0.0,0.0,1,0,59.0,59.0,2203026.5,55.73
703,0,1,22,0,1.0,2,12.014379310489211,10.915106645867503,3,Large Office,0.6339189999454912,0.33310924166167005,0.03297175839283876,0,0,1.0,1.0,25478086.0,177.62
19755,0,1,97,3,1.0,0,9.931394505789136,0.0,1,Small- and Mid-Sized Office,1.0,0.0,0.0,0,0,65.0,65.0,802312.5,5.59
705,0,1,22,0,1.0,0,11.982541519118438,10.932606844675604,2,Large Office,0.6655683175250254,0.3142362305157656,0.0,0,0,63.0,63.00000000000001,7857972.5,54.78
706,0,1,14,0,1.0,0,12.122500801106195,10.75286895512671,3,Large Office,0.7254191037376878,0.2541964732230219,0.020384423039290295,0,0,56.0,56.00000000000001,14856199.0,103.57
707,0,1,36,1,1.0,0,12.24630726758099,11.275289910002583,2,Large Office,0.5282070986023726,0.3786945871956198,0.0,1,0,95.0,95.0,5514308.5,116.74
708,0,1,36,1,1.0,3,12.533529364224432,11.293325627279383,3,Large Office,0.6437261699689354,0.31577809330921197,0.05280626770359586,0,0,63.0,63.00000000000001,12729858.0,88.74
709,0,1,29,1,1.0,0,12.139564185336143,0.0,6,Large Office,0.9179874953241063,0.05119970074279912,0.02358253620477743,0,0,77.0,77.0,10053489.0,70.09
710,0,1,22,0,1.0,0,12.433387484913194,11.677320633230728,2,Large Office,0.502772422364207,0.05065645862876627,0.0,0,0,99.0,98.99999999999999,17186624.0,119.81
711,0,1,110,4,1.0,0,11.946854925495474,0.0,1,Warehouse,0.6177023261841509,0.0,0.0,0,0,81.0,81.0,1262235.25,8.8
712,0,1,104,4,1.0,3,11.592161693680858,9.594990340370426,6,Large Office,0.5917594346159176,0.13507321354335072,0.11417617441914177,0,1,,60.199999999999996,4515180.5,50.17
713,0,1,117,4,1.0,3,12.03089153496448,0.0,3,Large Office,0.6575122125580841,0.11796139640176337,0.003776956987966162,0,0,70.0,70.0,6797647.0,47.39
715,0,1,112,4,1.0,3,11.631250575899482,0.0,2,Large Office,0.7142857142857143,0.14285714285714285,0.0,1,0,86.0,86.0,4946798.5,97.82
716,0,1,112,4,1.0,3,11.364483459609952,0.0,1,Retail Store,0.7849983759454318,0.15699967518908636,0.0,1,0,89.0,89.0,3241917.0,69.02
717,0,1,37,1,1.0,1,11.885584972353154,0.0,3,Warehouse,0.7001543146089089,0.3344218024497444,0.0707504925667204,1,0,51.0,51.00000000000001,8384523.0,119.46
718,0,1,71,2,1.0,1,11.634231177596929,0.0,2,Large Office,0.9809559240362812,0.5093183106575964,0.0,1,0,66.0,66.0,10287986.0,157.48
719,0,1,62,2,1.0,0,11.613801942337991,0.0,2,Distribution Center,0.899993671629917,0.09999728784139296,0.0,0,0,95.0,95.0,1015060.188,7.08
720,0,1,71,2,1.0,2,11.917603596827133,0.0,2,Warehouse,0.7979196829484725,0.20208031705152754,0.0,1,0,97.0,97.0,2417401.25,95.86
722,0,1,71,2,1.0,0,11.494975320767226,0.0,1,Warehouse,1.3176542455711668,0.0,0.0,1,0,12.0,12.0,6468090.0,75.29
723,0,1,52,2,1.0,0,11.343571464800565,0.0,3,Distribution Center,0.5247571665482114,0.29421937929400616,0.1462805022506515,0,0,55.0,55.0,2848317.25,19.86
725,0,1,61,2,1.0,0,11.202806899641612,0.0,2,Distribution Center,1.0,0.0,0.0,1,0,,34.60000000000001,5197118.0,155.74
727,0,1,94,3,1.0,1,10.948646320470148,0.0,3,Distribution Center,0.850974048807933,0.07518109571699838,0.07384485547506857,1,0,,86.4,1791715.625,48.5
728,0,1,91,3,1.0,1,11.021918808236205,0.0,1,Warehouse,1.0,0.0,0.0,1,0,16.0,16.0,4912143.0,178.62
729,0,1,35,1,1.0,0,11.625441320020204,0.0,1,Distribution Center,0.9748186009936733,0.0,0.0,1,0,87.0,87.0,1555420.25,34.14
730,0,1,36,1,3.0,1,11.061076046304535,0.0,2,Other,1.0323046948651875,0.0,0.0,1,0,,58.8,6858533.5,168.5
731,0,1,92,3,3.0,1,11.5968437298837,9.844851577051172,6,Mixed Use Property,0.5388816860224546,0.2237915275900435,0.17345728393699483,0,0,,56.4,3639670.25,25.37
732,0,1,52,2,1.0,0,11.862814436189542,10.478582911319936,2,Supermarket / Grocery Store,1.189195855944746,0.0,0.0,1,0,91.0,91.0,16865978.0,293.56
734,0,1,21,0,1.0,2,11.430554215011817,9.954940834125043,1,Small- and Mid-Sized Office,0.7609130000434349,0.0,0.0,0,0,5.0,5.0,4817062.0,33.58
735,0,1,48,1,0.0,0,10.937739082043848,0.0,3,Warehouse,0.5613679589043531,0.37259816207184626,0.06603387902380063,1,0,,42.400000000000006,2346571.5,86.9
738,0,1,16,0,1.0,3,11.873672108279015,0.0,2,Other,0.8335947685078674,0.16640523149213254,0.0,1,0,,43.400000000000006,25631512.0,710.7
739,0,1,14,0,1.0,2,12.21910732380063,11.394772360846956,3,Large Office,0.5192204241374375,0.15788928206570824,0.03145743573039586,0,0,73.0,73.0,8873485.0,61.86
740,0,1,22,0,1.0,1,11.25383084937036,10.158168529848494,1,Small- and Mid-Sized Office,1.0,0.0,0.0,0,0,33.0,33.0,5481549.0,38.21
741,0,1,24,0,1.0,0,11.612997018694443,0.0,3,Large Office,0.8937515833665086,0.07811877963157324,0.0,0,0,57.0,57.0,6859198.0,47.82
742,0,1,14,0,1.0,0,12.568021159721566,11.548784765670739,4,Mixed Use Property,0.3394563128429379,0.30655864412444644,0.18837562320697435,1,0,,91.8,21042926.0,314.43
743,0,1,23,0,1.0,2,11.659179332602307,9.819181603482871,1,Laboratory,0.8411808411376438,0.0,0.0,1,0,,27.800000000000008,36436388.0,1154.79
744,0,1,22,0,1.0,3,12.396180477124561,11.346752809915644,2,Large Office,0.674240826873385,0.3449095607235142,0.0,1,0,88.0,88.0,8655604.0,68.06
745,0,1,48,1,1.0,0,11.541814139813933,9.837401167408268,2,Large Office,0.8653939570581949,0.14732342368600018,0.0,1,0,85.0,85.0,4750799.0,65.03
748,0,1,120,4,1.0,0,11.250183129042728,0.0,3,Small- and Mid-Sized Office,1.1749444032616754,0.43410973690713067,0.20606557163851066,1,0,,75.0,12029600.0,260.13
749,0,1,47,1,1.0,3,11.918397239722838,10.070314688371434,2,Large Office,0.84432,0.15942,0.0,1,0,65.0,65.0,9343428.0,119.93
750,0,1,69,2,1.0,3,12.522207326092039,0.0,1,Large Office,1.0,0.0,0.0,1,0,82.0,82.0,16540550.0,147.82
751,0,1,39,1,1.0,3,12.842657411078168,11.663764954567034,2,Large Office,0.7149089158258422,0.18942227818900428,0.0,1,0,85.0,85.0,17750994.0,246.83
752,0,1,59,2,1.0,3,12.037778246540562,0.0,5,Large Office,0.925417110401136,0.06115844278783576,0.04856230031948882,1,1,83.0,83.0,11480494.0,346.62
753,0,1,41,1,1.0,3,12.970158137314758,0.0,2,Other,0.5100010479617144,0.49000128084209543,0.0,1,0,98.0,98.0,274682208.0,1921.82
775,0,1,37,1,1.0,3,14.484478256759704,12.67420264562853,2,Large Office,0.8610387148989356,0.16359221809017427,0.0,1,0,86.0,86.0,92937640.0,882.56
754,0,1,41,1,1.0,3,12.857136619910024,11.405106373935732,3,Large Office,0.814679999478508,0.22111260315763398,0.0490176394665137,0,0,90.0,90.0,15878689.0,110.7
755,0,1,97,3,1.0,3,12.80473055924453,10.270592910089658,3,Medical Office,0.7737611764770536,0.07582968340413372,0.05912885303379184,1,1,68.0,68.0,22104512.0,582.28
756,0,1,93,3,1.0,2,11.276202631115575,0.0,1,Retail Store,1.0,0.0,0.0,1,0,80.0,80.0,8303666.5,109.85
757,0,1,43,1,1.0,3,11.784051235106292,11.375512262145563,2,Large Office,0.9169227484501651,0.08275699046079471,0.0,1,0,93.0,93.0,5177270.5,109.16
758,0,1,23,0,1.0,0,13.762097122929195,0.0,4,Other,0.5925017959107034,0.10548667861479114,0.0843893428918329,0,0,,55.199999999999996,46510960.0,324.25
759,0,1,114,4,1.0,2,10.924516606545858,0.0,5,Mixed Use Property,0.30835734870317005,0.27557636887608067,0.2413544668587896,1,0,,42.0,3686962.25,150.88
760,0,1,114,4,1.0,3,11.798096888378632,0.0,2,Large Office,1.039541947999218,0.0,0.0,0,1,97.0,97.0,3775187.5,133.8
761,0,1,82,3,1.0,0,11.328028594901893,0.0,1,Retail Store,0.5413989749512741,0.0,0.0,1,0,59.0,59.0,2443141.5,27.82
762,0,1,98,3,1.0,0,11.258755535050895,0.0,1,Retail Store,0.9485268519115466,0.0,0.0,1,0,39.0,39.0,7802205.5,54.4
763,0,1,113,4,1.0,3,10.843865835939344,0.0,2,Small- and Mid-Sized Office,0.8768987465344215,0.13752977468858604,0.0,0,0,57.0,57.0,2886141.5,20.12
764,0,1,52,2,1.0,3,13.100491931578091,0.0,4,Large Office,0.7593288387553099,0.1337968281743809,0.01900110797208401,1,0,43.0,43.0,36378588.0,426.39
765,0,1,93,3,1.0,3,12.285678334648088,9.497097016351463,3,Large Office,0.843159979868034,0.061504079493561,0.028840426465223876,1,1,62.0,62.0,16246106.0,639.72
766,0,1,101,4,1.0,3,12.150433077659494,0.0,2,Large Office,0.802114444297608,0.06684287035813401,0.0,0,0,13.0,13.0,19036416.0,132.71
767,0,1,24,0,1.0,3,12.590668157333115,11.218312764436819,2,Large Office,0.4951991640657175,0.2403072807289238,0.0,0,0,25.0,25.0,17074142.0,119.03
768,0,1,112,4,1.0,3,11.714698280147994,0.0,3,Large Office,0.7841217431102684,0.12686750138938835,0.0014874628134296643,1,0,91.0,91.0,4585070.5,41.8
769,0,1,101,4,1.0,0,10.864732529411326,0.0,1,Small- and Mid-Sized Office,0.9608398026693181,0.0,0.0,0,0,89.0,89.0,1968655.125,13.72
771,0,1,111,4,1.0,3,11.666856120593938,0.0,4,Large Office,0.7034722222222223,0.05625,0.05429526748971193,0,1,75.0,75.0,6758565.5,169.06
772,0,1,41,1,1.0,3,14.037898623971312,12.211666968086483,5,Large Office,0.7875529900604857,0.23763164952704244,0.010360632638274535,0,0,95.0,95.0,37980712.0,264.78
776,0,1,34,1,1.0,0,12.146004119064054,11.506051896027056,2,Medical Office,0.4347108140109059,0.3557415086625712,0.0,1,0,15.0,15.0,8523594.0,89.41
777,0,1,106,4,1.0,1,11.004147742821537,0.0,2,University,1.0,0.0,0.0,1,0,,47.800000000000004,690529.5,9.31
778,0,1,112,4,1.0,3,11.461642696843066,9.525224101853109,2,Small- and Mid-Sized Office,0.8892736842105263,0.0892,0.0,1,0,83.0,83.0,4052720.0,31.43
779,0,1,51,2,1.0,3,12.323224370840999,0.0,1,Large Office,0.911659410202929,0.0,0.0,0,1,79.0,79.0,15272491.0,390.67
780,0,1,24,0,1.0,3,13.008661502470739,11.734379590007174,2,Large Office,0.7695048413372444,0.2559869672680337,0.0,0,0,96.0,96.0,13568148.0,94.59
782,0,1,83,3,1.0,1,10.976662367940685,0.0,1,Other,1.0001367708404567,0.0,0.0,1,0,,71.2,1594422.5,51.56
783,0,1,115,4,1.0,3,11.040855702741002,0.0,2,Small- and Mid-Sized Office,0.7932178932178933,0.16687510020843355,0.0,0,0,30.0,30.0,4353025.0,30.35
784,0,1,62,2,1.0,0,11.202274959342775,0.0,2,Warehouse,1.0614494651822746,0.0,0.0,1,0,83.0,83.0,2356376.75,73.58
785,0,1,78,3,1.0,2,11.504116782188833,0.0,2,Other,0.5047920744133492,0.4952079255866508,0.0,1,0,,75.19999999999999,14469228.0,179.45
786,0,1,37,1,1.0,0,11.09943826575915,0.0,3,Other,0.9191628990065475,0.20874601182465638,0.03641147384815448,1,0,,54.60000000000001,6345009.5,89.94
787,0,1,70,2,1.0,1,11.65848794296808,0.0,4,Warehouse,0.8796901476640039,0.06975135733305668,0.03691600096828855,1,0,,38.8,3534690.75,111.23
791,0,1,52,2,1.0,0,11.861375678350848,0.0,1,Other,1.0764013381703204,0.0,0.0,0,0,,75.6,6673138.0,46.52
792,0,1,72,2,1.0,0,11.44690317692811,0.0,2,Small- and Mid-Sized Office,1.0819143253925863,0.005362674927892319,0.0,1,0,95.0,95.0,6235947.0,152.28
793,0,1,49,1,1.0,1,11.958822091372728,0.0,2,Large Office,0.9086293441237483,0.0,0.0,1,0,67.0,67.0,6843855.0,60.92
794,0,1,56,2,1.0,0,11.658072879621725,0.0,1,Warehouse,0.4921293893790002,0.0,0.0,0,0,11.0,11.0,1951856.25,13.61
796,0,1,47,1,1.0,0,12.380651807185968,0.0,2,Large Office,1.0297798007961436,0.023581974234509633,0.023581974234509633,0,0,93.0,93.0,10775646.0,75.12
797,0,1,53,2,1.0,0,11.18051098450976,0.0,1,Distribution Center,1.0,0.0,0.0,0,0,100.0,100.0,151754.2969,1.06
798,0,1,53,2,1.0,0,10.923255026881002,0.0,2,Warehouse,0.6168800721370604,0.3831199278629396,0.0,1,0,31.0,31.0,4345698.0,131.64
799,0,1,43,1,1.0,0,10.9129224838081,0.0,1,Distribution Center,1.0021865889212829,0.0,0.0,1,0,32.0,32.0,2763597.0,89.53
800,0,1,30,1,1.0,0,11.537627833610571,0.0,2,Retail Store,0.9704487804878049,0.0,0.0,1,0,81.0,81.0,7305474.0,158.55
801,0,1,20,0,1.0,3,12.797737890119281,12.51686437103563,4,Other,0.6438469499001102,0.1754824321108584,0.04360013060393251,1,0,,78.0,8915523.0,119.92
802,0,1,59,2,1.0,0,10.835376005033337,0.0,1,Supermarket / Grocery Store,0.5391749532342227,0.0,0.0,1,0,57.0,57.0,7439009.0,195.43
803,0,1,93,3,1.0,0,11.351899538036314,0.0,1,Small- and Mid-Sized Office,0.9577097479031084,0.0,0.0,1,0,1.0,1.0,37951708.0,166.13
804,0,1,22,0,1.0,0,12.622332612265962,9.894497260697996,4,Other,1.061245486471781,0.9828131440536841,0.018585019208257076,1,0,,76.60000000000001,11077140.0,99.14
